Over,Ball No.,Bowler,Batsman,Outcome,Runs,Length,Line,Shot Type,Position,Hit Type,Variation,Speed,Field Activity
18,6,fortuin,shreyas iyer,4,4,Full,,Straight-drive,Long-on,,,,
18,5,fortuin,kohli,1,1,,,,Long-on,,,,
18,4,fortuin,kohli,6,6,,,,Long-on,,,,
18,3,fortuin,shreyas iyer,1,1,Full,Leg-stump,,,Inside-edge,,Fast,
18,2,fortuin,kohli,1,1,,,Pull,Midwicket,,,,
18,1,fortuin,kohli,â€¢,0,,,Drive,,,,Slow,
17,6,rabada,shreyas iyer,â€¢,0,Good,Middle-stump,Pull,,,,,
17,5,rabada,shreyas iyer,â€¢,0,Length,Outside-off,,Point,,,,
17,4,rabada,kohli,1,1,Short,Outside-off,,Midwicket,,,,
17,3,rabada,kohli,â€¢,0,Good,Outside-off,,Cover,,,,
17,2,rabada,kohli,â€¢,0,Good,Outside-off,,,,,Slower,
17,1,rabada,kohli,6,6,Length,Leg-stump,,,,,Pace,
16,6,phehlukwayo,kohli,1,1,,,,Deep-square,,,Slower,
16,5,phehlukwayo,kohli,â€¢,0,Yorker,Outside-off,Drive,Extra-cover,,,,
16,4,phehlukwayo,shreyas iyer,1,1,Good,,,Third-man,,,Slower,
16,3,phehlukwayo,kohli,1,1,,,,Long-on,,,Slower,
16,2,phehlukwayo,kohli,4,4,Short,Outside-off,Cut,Point,,,,
16,1,phehlukwayo,kohli,4,4,Good,,,Extra-cover,,,,
15,6,fortuin,kohli,1,1,,,Drive,Extra-cover,,,,
15,5,fortuin,shreyas iyer,1,1,,,Drive,,,,,
15,4,fortuin,shreyas iyer,â€¢,0,Length,,,Midwicket,,,,
15,3,fortuin,kohli,1,1,Full,,Drive,,,,,
15,2,fortuin,shreyas iyer,1,1,Full,,,Long-on,,,,
15,1,fortuin,kohli,1,1,Full,,Drive,Long-on,,,,
14,6,nortje,shreyas iyer,â€¢,0,Short,,,,,,,
14,5,nortje,kohli,1,1,Short,,,Deep-square-leg,,,,
14,4,nortje,kohli,2,2,,,Drive,Cover,,,,
14,3,nortje,shreyas iyer,1,1,Length,Outside-off,Cut,Third-man,,,,
14,2,nortje,shreyas iyer,4,4,,,,Slip,,,,Dive
14,1,nortje,shreyas iyer,2,2,Full,Outside-off,Cover-drive,Extra-cover,,,,Stop
13,6,fortuin,shreyas iyer,1,1,Length,Outside-off,Drive,Cover,,,,
13,5,fortuin,shreyas iyer,â€¢,0,Full,,,Midwicket,,,,
13,4,fortuin,pant,W,0,Short,Leg-stump,,Short-fine-leg,,,Pace,
13,3,fortuin,pant,2,2,,Leg-stump,,Midwicket,,,,
13,2,fortuin,kohli,1,1,,,,Short-fine-leg,,Slider,,
13,1,fortuin,kohli,â€¢,0,Full,Outside-off,,Cover,,,,
12,6,nortje,kohli,1,1,Yorker,Outside-off,,Point,,,,
12,5,nortje,pant,1lb,0,Length,,,Fine-leg,,,,
12,4,nortje,kohli,1,1,Short,Outside-off,Pull,Midwicket,,,,
12,3,nortje,pant,1,1,Length,Leg-stump,,Square-leg,,,Slower,Direct-hit
12,2,nortje,kohli,1,1,Length,Outside-off,,Third-man,,,,
12,1,nortje,kohli,â€¢,0,Good,Outside-off,,Cover,,,,
11,6,shamsi,kohli,1,1,Length,Leg-stump,,Long-on,,,,
11,5,shamsi,pant,1,1,Full,,,Long-on,,,,
11,4,shamsi,s dhawan,W,0,Full,,Drive,Long-on,,,,Catch
11,3,shamsi,kohli,1,1,,Middle-stump,,Long-on,,,,
11,2,shamsi,s dhawan,1,1,Full,Outside-off,Drive,Long-off,,,,
11,1,shamsi,kohli,3,3,,Leg-stump,,Square-leg,,,,
10,6,fortuin,s dhawan,6,6,Full,,Sweep,Midwicket,,,,
10,5,fortuin,s dhawan,â€¢,0,,Outside-off,,Point,,,Slower,
10,4,fortuin,kohli,1,1,,Outside-off,,Mid-off,,,,
10,3,fortuin,s dhawan,1,1,Length,Leg-stump,,Point,Inside-edge,,,
10,2,fortuin,kohli,1,1,Length,Outside-off,,Cover,,,Fast,
10,1,fortuin,s dhawan,1,1,Short,,,Midwicket,,,,
9,6,shamsi,s dhawan,1,1,,,,Long-off,,,,
9,5,shamsi,kohli,1,1,Full,,Cover-drive,Long-off,,,,Misfield
9,4,shamsi,s dhawan,1,1,Good,,,Midwicket,,,,
9,3,shamsi,kohli,1,1,Length,,,Long-off,,,,
9,2,shamsi,s dhawan,1,1,,,,Backward-square-leg,,,,
9,2,shamsi,s dhawan,1,1,,,,Backward-square-leg,,,,
9,2,shamsi,s dhawan,1w,1,,,,,,,,
9,2,shamsi,s dhawan,1w,1,,,,,,,,
9,1,shamsi,kohli,1,1,Short,,,Midwicket,,,,
8,6,pretorius,kohli,1,1,Full,Outside-off,,Deep-square,,,,
8,5,pretorius,kohli,2,2,Full,Outside-off,,Extra-cover,,,,
8,4,pretorius,s dhawan,1,1,Length,,,Square-leg,,,,
8,3,pretorius,s dhawan,4,4,,,,,,,Slower,
8,2,pretorius,kohli,1,1,,,,Point,,,,
8,1,pretorius,kohli,6,6,,,Drive,Extra-cover,,,,
7,6,shamsi,s dhawan,â€¢,0,,,,,,,,
7,5,shamsi,kohli,1,1,,,,Long-on,,,,
7,4,shamsi,s dhawan,1,1,Length,,,Long-on,,,,
7,3,shamsi,kohli,1,1,,Outside-off,,Midwicket,,,,
7,2,shamsi,s dhawan,1,1,Length,,,Long-off,,,,
7,1,shamsi,kohli,1,1,Short,,,,,,,
6,6,pretorius,kohli,1lb,0,,,,,,,Slower,Run-out
6,5,pretorius,s dhawan,1,1,Length,,,Extra-cover,,,,
6,4,pretorius,kohli,1,1,,Middle-stump,,Deep-square,,,,
6,3,pretorius,kohli,â€¢,0,Length,,,Square-leg,,,,
6,2,pretorius,s dhawan,1,1,,,,,,,,
6,1,pretorius,kohli,1,1,Length,,,,,,,
5,6,phehlukwayo,s dhawan,â€¢,0,,,Drive,Mid-on,Inside-edge,,,
5,5,phehlukwayo,s dhawan,â€¢,0,Length,Outside-off,Drive,Cover,,,Pace,
5,5,phehlukwayo,s dhawan,â€¢,0,Length,Outside-off,Drive,Cover,,,Pace,
5,5,phehlukwayo,s dhawan,1w,1,Short,,,Cover,,,,
5,5,phehlukwayo,s dhawan,1w,1,Short,,,,,,,
5,4,phehlukwayo,kohli,1,1,,,,,,,,
5,3,phehlukwayo,kohli,â€¢,0,,,Cut,,Inside-edge,,,
5,2,phehlukwayo,kohli,â€¢,0,Length,Outside-off,,Short-third-man,,,,
5,1,phehlukwayo,kohli,4,4,Good,,Drive,Extra-cover,,,,
4,6,pretorius,s dhawan,â€¢,0,,,Cut,Cover,,,Pace,
4,5,pretorius,kohli,1,1,,Outside-off,,Deep-square-leg,,,,
4,4,pretorius,kohli,4,4,Full,,,Midwicket,,,,
4,3,pretorius,kohli,â€¢,0,Length,,,,,,,
4,2,pretorius,kohli,2,2,Length,,,Midwicket,,,,
4,1,pretorius,s dhawan,1,1,Length,Leg-stump,,Deep-square,,,,
3,6,phehlukwayo,kohli,â€¢,0,Good,,,Square-leg,,,,
3,5,phehlukwayo,rohit sharma,W,0,Full,,,,,,Slower,
3,4,phehlukwayo,s dhawan,1,1,Length,,,Cover,,,,
3,3,phehlukwayo,s dhawan,2,2,Good,,,Deep-square-leg,,,,
3,2,phehlukwayo,s dhawan,â€¢,0,Length,Outside-off,,Point,,,,
3,1,phehlukwayo,s dhawan,â€¢,0,Good,,,,,,,
2,6,rabada,rohit sharma,â€¢,0,,,,Mid-on,,,,
2,5,rabada,rohit sharma,â€¢,0,,,,Mid-on,,,,
2,4,rabada,s dhawan,1,1,Good,Outside-off,,Third-man,,,Pace,
2,3,rabada,s dhawan,â€¢,0,Length,,,,,,Pace,
2,2,rabada,s dhawan,4,4,Length,,,Third-man,,,,
2,1,rabada,s dhawan,4,4,,Outside-off,Drive,Extra-cover,,,,
1,6,nortje,rohit sharma,â€¢,0,Length,,Drive,Mid-on,,,,
1,5,nortje,rohit sharma,6,6,Good,,,Square-leg,,,,
1,4,nortje,rohit sharma,â€¢,0,Length,,,,,,,
1,3,nortje,rohit sharma,6,6,Short,,Pull-shot,Square-leg,,,,
1,2,nortje,rohit sharma,â€¢,0,Length,,Cut,,,,,
1,1,nortje,s dhawan,1,1,Short,,,Third-man,,,Pace,
0,6,rabada,rohit sharma,â€¢,0,,,,,,,,
0,5,rabada,s dhawan,1,1,Good,,Cut,Third-man,,,,
0,4,rabada,s dhawan,4,4,,,,Backward-point,,,,
0,4,rabada,s dhawan,4,4,,,,Backward-point,,,,
0,4,rabada,rohit sharma,2w,2,,,,Point,,,,
0,4,rabada,rohit sharma,2w,2,,,,,,,,
0,3,rabada,rohit sharma,â€¢,0,,,,Cover,,,,
0,2,rabada,rohit sharma,â€¢,0,Length,,,Midwicket,,,,
0,1,rabada,rohit sharma,â€¢,0,Length,,,,,,,
0,1,rabada,rohit sharma,â€¢,0,,,Glance,,,,,
0,1,rabada,rohit sharma,1w,1,Length,,,,,,,
0,1,rabada,rohit sharma,1w,1,,,Glance,,,,,
