ball,score,commentary,second_commentary
2.2,•,"hazlewood to rahul , no run no run rahul manufactures room and shimmies out once again  hazlewood digs it short and gets it to shape away outside-off to beat the swinging bat","hazlewood to rahul , no run , 140 4kph , walks out again , and hazlewood bumps in a good delivery , going well over the swinging bat"
2.1,6,"hazlewood to rahul ,  six runs six runs rahul gets into the act now and launches hazlewood over square-leg for six  he shimmies out , picks up a shortish ball outside-off and shovel-pulls it away over great authority","hazlewood to rahul , six , yep , yep  intent alright  kl walks across his stumps , takes a step down the pitch as well , getting under the length and smoking it over cow-corner"
1.6,4,"cummins to rohit sharma , four runs four runs full and wide , rohit dashes out of the crease once again and throws his bat at ball  he carves it over the off-side infield for four  carved away over the cover-point region see all photos","cummins to rohit , four , 140kph , full , wide , and that one rare loose delivery  rohit throws his hands at it , carving over cover-point"
1.5,•,"cummins to rohit sharma , no run no run nice and full , straightens away past the outside-edge as rohit prods at it","cummins to rohit , no run , beats him now  cummins goes back to his fourth-stump spot , and gets it to nip past rohit  tentative defence"
1.4,6,"cummins to rohit sharma ,  six runs six runs clears long-leg for six  overpitched and on the pads , rohit picks it up and whips it over hazlewood for six  hazlewood runs in as opposed to standing back at the boundary and misjudges what could've been a chance","cummins to rohit , six , okay , that  seriously brave  sharma whips again , doesn't get it off the middle , and there  a backward-square-leg as well  just clears him   tell you what , that fielder was around ten yards inside the ropes , and had he been at the edge , he could've had rohit"
1.3,•,"cummins to rohit sharma , no run no run full inswinger from cummins  rohit has a roundhouse swipe at it and wears it on the pad , but this is heading down the leg-side","cummins to rohit , no run , 136 6kph , massive hoick across the line  ugly  ungainly  all he gets is an inside-edge onto his pad"
1.2,•,"cummins to rohit sharma , no run no run on a length and nibbles away outside-off , rohit plays with soft hands and steers it to point off the outer half","cummins to rohit , no run , 135 4kph , again , right on outside-off , and rohit defends off his bat  outside-half towards point"
1.1,•,"cummins to rohit sharma , no run no run good and angling into off , rohit gets right behind the line and plays it back to cummins","cummins to rohit , no run , length , stump-to-stump , accurately on the top of off  sharma shows it some respect"
0.6,•,"hazlewood to rahul , no run no run on a length and just a shade outside-off , rahul throws his bat at a drive and wafts it to mid-on off the inner half","hazlewood to rahul , no run , 141 3kph , presses forward to cover-drive , and ends up inside-halving it to mid-on"
0.5,2,"hazlewood to rahul ,  2 runs 2 runs short of a length and on the hips , clipped away to deep-square-leg","hazlewood to rahul , 2 runs , 137 8kph , a tad straighter , and glanced off the hips through square-leg , to get cut off by a diving fielder from behind square"
0.4,•,"hazlewood to rahul , no run no run terrific delivery from hazlewood  in-between length , threatens to angle in , but leaves rahul in the channel  he hangs his bat inside the line and does not jab at the ball","hazlewood to rahul , no run , 138kph , jaffa this -- seam up , on a length , just outside-off , angling in and seaming away past kl  loose poke"
0.3,1,"hazlewood to rohit sharma ,  1 run 1 run rohit dashes down the track and hacks it away towards mid-on  he sprints across to the other end and gets off the mark","hazlewood to rohit , 1 run , oh , oh  140 3kph , on the stumps  rohit charges out , heaves , and drags it off a miscue straight to mid-on  but he isn't stopping on the single either  a direct-hit would have had him   "
0.2,•,"hazlewood to rohit sharma , no run no run good length , angling in and straightens away , opens up rohit  hazlewood draws a leading edge that drops into the covers","hazlewood to rohit , no run , 137 2kph , tighter , good length , on middle  rohit looks to turn it to leg and closes his bat face early , with the ball then taking the leading-edge to roll away towards point"
0.1,1,"hazlewood to rahul ,  1 run 1 run nice and full , slanting into the pads , tucked away through backward-square-leg see all photos","hazlewood to rahul , 1 run , 138 5kph , a nice juicy , friendly , full delivery angling in leg-stump  and rahul crisply clips it to backward-square-leg"
