ball,score,commentary,second_commentary
11.6,1,"T Sangha to Shreyas Iyer,  1 runAnother short of a length ball outside off, eased to long on","Sangha to Shreyas Iyer, 1 run, short once again, Shreyas is happy to knock it to wide long-on"
11.5,1,"T Sangha to Sharma,  1 runDragged down but Jitesh can only mistime his pull to long on","Sangha to Jitesh Sharma, 1 run, short outside off, Jitesh Sharma jumps on the back foot and drags the pull to the right of long-on"
11.4,2,"T Sangha to Sharma,  2 runsFloated outside off, he goes inside out past extra cover and to wide long off and gets a brace","Sangha to Jitesh Sharma, 2 runs, driven away to the right of sweeper cover, easy two!"
11.3,•,"T Sangha to Sharma, no runQuicker length ball outside off, he gets some bounce as well. Jitesh is beaten again","Sangha to Jitesh Sharma, no run, quicker and just outside off, Jitesh Sharma looks to force it through the off-side and gets beaten on the outside edge"
11.2,6,"T Sangha to Sharma,  SIX runsSwept to Behrendorff's right at deep backward square leg, who misses the catch and what's worse tips the ball over the boundary hoarding. That was fuller and on middle and leg. Jitesh got a good piece on that, but that really should have been taken by Behrendorff","Sangha to Jitesh Sharma, SIX, dropped. Jitesh Sharma went for the slogsweep. Fetched it from around leg stump and it went flying to the right of Behrendorff at deep backward square. Behrendorff was a little uncertain running across the boundary rope and ended up parrying it off his palms over the fence"
11.1,•,"T Sangha to Sharma, no runLovely ball. Tossed up outside off, Jitesh prods forward and is beaten outside off. The ball rips and beats him","Sangha to Jitesh Sharma, no run, tossed full on off, Jitesh Sharma prods across and blocks it back to the bowler"
10.6,4,"Dwarshuis to Shreyas Iyer, FOUR runsOutside edge, no slip and Iyer gets another four to his name. He ain't complaining. Dwarshuis gets the length ball to angle away from the batter. He reaches for it, gets a thick outside edge","Dwarshuis to Shreyas Iyer, FOUR, this one angles away from a length outside off, Shreyas gets squared up on the back foot and the outside edge (on the poke) races past the diving keeper to his right"
10.5,6,"Dwarshuis to Shreyas Iyer,  SIX runsOh, stunning short from Shreyas. All hands. Was right in the slot outside off. Iyer leans forward and just lofts it up and over mid-off who was in","Dwarshuis to Shreyas Iyer, SIX, that's probably the best shot of the night so far. 129ks fuller and wider of off, Shreyas Iyer bends his back knee and lifts it over mid-off with terrific timing"
10.4,1,"Dwarshuis to Sharma,  1 runSimilar length ball outside off, he pushes towards cover and this time they go through for the run","Dwarshuis to Jitesh Sharma, 1 run, short of length just outside off, Jitesh hops and taps it to the left of cover for a quick single"
10.3,•,"Dwarshuis to Sharma, no runLength just outside off, he defends close to the pitch and searches for a single only to be sent back","Dwarshuis to Jitesh Sharma, no run, good length just outside off at 136ks, punched away to the left of the bowler"
10.2,4,"Dwarshuis to Sharma, FOUR runsAnother cut, another four. Jitesh remains unperturbed. Fractionally short and wide, he styays leg side of the ball and cuts it hard past point and the balls sizzles away on this outfield","Dwarshuis to Jitesh Sharma, FOUR, Jitesh is smoking it square on the off-side. Short and ample width outside off, Jitesh stays leg-side of the delivery and carves it behind backward point with an air of authority.."
10.1,1,"Dwarshuis to Shreyas Iyer,  1 runFuller-length ball angling away from the batter who shanks it to wide long-on","Dwarshuis to Shreyas Iyer, 1 run, 134ks full and wide of off, Shreyas Iyer looks to thump it over covers and drags it off the thick toe-end to the right of mid-wicket"
9.6,•,"T Sangha to Sharma, no runFlipper outside leg stump, Jitesh goes back looking to work it to the on-side but is hurried and hit on the thigh pad","Sangha to Jitesh Sharma, no run, short on leg stump, Jitesh Sharma looks to heave and gets beaten on the inside edge. Hit on the thigh pad and rolls into the leg-side..."
9.5,4,"T Sangha to Sharma, FOUR runsSlightly short and Jitesh is up and running from the get-go. He stays back and slaps it to the right of deep point who puts in a dive but can't rein it in","Sangha to Jitesh Sharma, FOUR, quicker and shorter outside off, Jitesh Sharma cuts and times it well enough to beat the diving fielder at sweeper cover to his left. It was played late and went racing past backward point to his left"
9.4,•,"T Sangha to Sharma, no runWas floated around leg stump, Jitesh defends","Sangha to Jitesh Sharma, no run, full on the stumps, Jitesh Sharma leans forward and blocks into the off-side"
9.3,1,"T Sangha to Shreyas Iyer,  1 runQuicker on middle and leg, pushed to long on","Sangha to Shreyas Iyer, 1 run, quicker and straighter, driven down to long-on"
9.2,1,"T Sangha to Sharma,  1 runSlower but the line is down leg, he clips it behind square","Sangha to Jitesh Sharma, 1 run, full and fast on leg stump, Jitesh Sharma flicks it to the right of fine leg"
9.1,W,"T Sangha to Rinku Singh, OUTCatch, catch is the call and Tim David makes no mistake. Rinku departs and Sangha gets his first. That's a big wicket. Was fuller and outside off which meant Rinku had to drag it. He does not get it anywhere close to the middle of the bat and David at wide long-on completes a rather comfortable catch.Rinku Singh c David b Sangha 6 (8b 1x4 0x6 10m) SR: 75","Sangha to Rinku Singh, out Caught by Tim David!! Another one bites the dust and you could see a few disappointed faces among the crowd. Looked like a premeditated shot and it didn't come off. The length was fuller and the line, well wide of off-stump. Rinku had to fetch the slog-like-sweep and ended up skewing it off the thick inside half. Shouts of ""catch it"" and Tim David does well to put in a diving effort at long-on. Took it inches above the turf. Rinku Singh c Tim David b Sangha 6(8) [4s-1]"
8.6,1,"Hardie to Rinku Singh,  1 runSlower back of a length ball outside off, he mistimes his cut to the right of point who dives to his right","Hardie to Rinku Singh, 1 run, short and wide of off at 118ks, Rinku stabs it to the right of backward point"
8.5,•,"Hardie to Rinku Singh, no runCramps Rinku for room this time around with the length ball angling on middle stump. He can only push it back towards the bowler","Hardie to Rinku Singh, no run, good length just outside off, Rinku pushes it to the left of the bowler"
8.4,4,"Hardie to Rinku Singh, FOUR runsChipped straight over the bowler's head. That is a top shot from Rinku. Nothing wrong with the ball. Was on a length on middle stump. He plays a control chip over and gets four to his name","Hardie to Rinku Singh, FOUR, that's much better. 134ks overpitched on the stumps, Rinku shows full face of the bat and lifts it back over the bowler's head with an air of nonchalance"
8.3,•,"Hardie to Rinku Singh, no runFuller-length ball outside off, he drives neatly but can't beat extra cover","Hardie to Rinku Singh, no run, full and wide of off at 135ks, Rinku belts the drive but can't get it past the sliding fielder at cover to his left"
8.2,•,"Hardie to Rinku Singh, no runKeeps it on a length just outside off, he pushes it to extra cover","Hardie to Rinku Singh, no run, on a length just outside off at 134ks, Rinku Singh taps it into the covers with soft hands"
8.1,1,"Hardie to Shreyas Iyer,  1 runOn a length on leg stump, worked to the on side for a run","Hardie to Shreyas Iyer, 1 run, good length just outside off at 131ks, Shreyas jumps across and tucks it into the mid-wicket pocket"
7.6,1,"T Sangha to Shreyas Iyer,  1 runDragged down but Iyer can't take full toll. Was outside off, he can only mistime his whack to long on","Sangha to Shreyas Iyer, 1 run, dragged short and wide of off, Shreyas heaves the pull to the left of deep mid-wicket"
7.5,•,"T Sangha to Shreyas Iyer, no runOoh, loads of turn. Where did that come from? Slower on leg stump, rather outside and the ball turns a mile and catches Iyer's leading edge around off stump.","Sangha to Shreyas Iyer, no run, the legbreak with a hint of extra bounce just outside off, Shreyas Iyer looks to tuck leg-side and gets a thick leading edge that drops well short of backward point"
7.4,•,"T Sangha to Shreyas Iyer, no runGives himself a lot of room trying to throw the bowler off his length. Sangha goes short outside off, he cuts it to point","Sangha to Shreyas Iyer, no run, tad quicker and shorter outside off, Shreyas Iyer cuts and finds backward point to his right"
7.3,•,"T Sangha to Shreyas Iyer, no runWas a touch quicker again on the stumps, he pushes back to the bowler","Sangha to Shreyas Iyer, no run, quicker on the stumps, Shreyas punches it to the right of the bowler"
7.2,1,"T Sangha to Rinku Singh,  1 runTossed up well outside off stump, Rinku prods forward and drives it all along the ground to long off","Sangha to Rinku Singh, 1 run, full and wide of off, Rinku Singh drives firmly to long-off"
7.1,1,"T Sangha to Shreyas Iyer,  1 runQuicker on middle and leg, he works it to long on","Sangha to Shreyas Iyer, 1 run, full toss on the stumps, flicked away to deep mid-wicket"
6.6,•,"Dwarshuis to Rinku Singh, no runWelcomed with a quick bouncer as he ducks under","Dwarshuis to Rinku Singh, no run, greets Rinku Singh with a pacy bumper just outside off, left alone to the keeper"
6.5,W,"Dwarshuis to Suryakumar, OUTTaken this time and India in a spot of bother as they lose their captain. Was short of a length outside off. Surya can't quite get on top of the bounce and that means he can't keep the ball down. Cuts it straight to McDermott who takes a good low catch to his right at backward point.Suryakumar Yadav c McDermott b Dwarshuis 5 (7b 0x4 0x6 10m) SR: 71.42See all photos","Dwarshuis to Suryakumar Yadav, out Caught by McDermott!! That drop catch didn't cost much for Australia. The skipper is gone. Short and wide of off, inviting SKY to target square of the wicket on the off-side. SKY hops and looks to cut, but ends up offering a low catch to the right of McDermott at backward point. Suryakumar Yadav c McDermott b Dwarshuis 5(7)"
6.4,1,"Dwarshuis to Shreyas Iyer,  1 runHard lengths again outside off, and a bit of miscommunication but no harm done. He bunts it to the right of point and takes off. Surya though is ball-watching before eventually going ahead.","Dwarshuis to Shreyas Iyer, 1 run, short of length outside off at 134ks, Shreyas cuts to backward point and SKY was ball-watching for a while there. A bit of yes-no, yes-no but a fumble enables an easy single"
6.3,•,"Dwarshuis to Shreyas Iyer, no runGood length ball cramping Iyer for room again who can just defend it towards the off side","Dwarshuis to Shreyas Iyer, no run, good length just outside off, Shreyas Iyer jumps across and defends into the off-side"
6.2,1,"Dwarshuis to Suryakumar,  1 runFuller again on the leg stump, he skews it off the inside half of the blade towards deep backward square leg","Dwarshuis to Suryakumar Yadav, 1 run, worked away behind square on the leg-side"
6.1,2,"Dwarshuis to Suryakumar,  2 runsFuller-length ball on middle and leg, he lofts it over mid-on and once again the ball plugs on the outfield. Any other time and that ball would have sped away..","Dwarshuis to Suryakumar Yadav, 2 runs, this is surely not a 200-plus pitch. Unless dew settles in and makes it easier for the batters, looks a bit tricky. It was full on the stumps, SKY lofts and gets it off the bottom half over mid-on. It appeared to be a boundary for a fleeting moment, but not to be"
5.6,•,"Ellis to Shreyas Iyer, no runBeats him with a slower ball. Was the back of a hand stuff outside off stump. He is way too early into his pull and beaten all ends up","Nathan Ellis to Shreyas Iyer, no run, slower back of a length delivery wide of off, Shreyas Iyer looks to drag it leg-side with a pull/slog and gets beaten due to lack of pace"
5.5,2,"Ellis to Shreyas Iyer,  2 runsGood length ball outside off, he stands tall and lifts it straight over the bowler's head. The ball plugs on the outfield, but enough time for the duo to collect two","Nathan Ellis to Shreyas Iyer, 2 runs, 134ks length outside off, Shreyas Iyer lofts it back over the bowler's head and the outfield isn't quick enough to race away to the boundary"
5.4,4,"Ellis to Shreyas Iyer, FOUR runsBack of a length ball on middle and leg, he stays balanced and sort of whips it past midwicket for his first four of the innings","Nathan Ellis to Shreyas Iyer, FOUR, 136ks length ball sits up in the outside off slot, he hops inside the crease and pulls it to the right of mid-wicket with supreme ease"
5.4,4,"Ellis to Shreyas Iyer, FOUR runsBack of a length ball on middle and leg, he stays balanced and sort of whips it past midwicket for his first four of the innings","Nathan Ellis to Shreyas Iyer, wide, full and drifting down leg, it was the slower ball and Shreyas ignored it to the keeper"
5.4,1w,"Ellis to Shreyas Iyer, 1 wideAttempted slower ball goes awry, he sprays it down leg","Nathan Ellis to Shreyas Iyer, FOUR, 136ks length ball sits up in the outside off slot, he hops inside the crease and pulls it to the right of mid-wicket with supreme ease"
5.4,1w,"Ellis to Shreyas Iyer, 1 wideAttempted slower ball goes awry, he sprays it down leg","Nathan Ellis to Shreyas Iyer, wide, full and drifting down leg, it was the slower ball and Shreyas ignored it to the keeper"
5.3,•,"Ellis to Shreyas Iyer, no runOn a length on off and middle, defended back to the bowler","Nathan Ellis to Shreyas Iyer, no run, good length just outside off, Shreyas jumps on the back foot and blocks"
5.2,1,"Ellis to Suryakumar,  1 runGood length ball outside off, he opens the face of the and runs him down to deep third","Nathan Ellis to Suryakumar Yadav, 1 run, steered away behind backward point"
5.1,•,"Ellis to Suryakumar, no runLength on middle and leg, defended towards mid-on","Nathan Ellis to Suryakumar Yadav, no run, good length on the stumps, SKY nudges it into the leg-side"
4.6,•,"Dwarshuis to Shreyas Iyer, no runCramps up the batter for room with the back of a length ball on middle and leg","Dwarshuis to Shreyas Iyer, no run, good length on the stumps, SKY hops and blocks it back to the bowler"
4.5,1,"Dwarshuis to Suryakumar,  1 runA leap and a drop. That would have been an absolute blinder had McDermott held on. Fuller and going away from Surya who skews it off the outer half of the bat. McDermott leaps up and to his right, one-handed but cannot hold on. He also has a chance at a run out at the non-striker's end but misses again","Dwarshuis to Suryakumar Yadav, 1 run, dropped, run-out missed? It's all happening for Australia. SKY sliced the drive to the right of McDermott at backward point. It was a tough chance, but McDermott did well to time his jump and stick his right hand out while at it. Unfortunately for Australia, the ball didn't stick and the rebound fell a bit too far out of his reach. What's more? SKY was struggling at the bowler's end and the direct hit attempt was a bit wayward as well..."
4.4,•,"Dwarshuis to Suryakumar, no runOn a length on middle stump, Surya presents the full face of the bat back to the bowler","Dwarshuis to Suryakumar Yadav, no run, full on the stumps at 136ks, SKY drives and finds mid-on"
