ball,score,commentary,second_commentary
18.2,•,"Ellis to Axar Patel, no runnow it's a short ball. Bangs it outside off and bowls much quicker, as Axar looks to pull but is beaten","Nathan Ellis to Axar, no run, banged in short just outside off, that was pace on and it rushed Axar as he just about swayed out of the way"
18.1,•,"Ellis to Axar Patel, no runlooked to drive at this length ball angling across to finish around sixth stump, but the ball dribbled back to the keeper off the inside edge","Nathan Ellis to Axar, no run, full and wide outside off, Axar looked to smack it down the ground and got a thick inside edge that went to the keeper on the bounce"
18.1,•,"Ellis to Axar Patel, no runlooked to drive at this length ball angling across to finish around sixth stump, but the ball dribbled back to the keeper off the inside edge","Nathan Ellis to Axar, wide, slower delivery full and wide outside off, well past the line"
18.1,1w,"Ellis to Axar Patel, 1 widebowls a slower ball, but it's a wide. On a length and wide of off, as Axar left that alone","Nathan Ellis to Axar, no run, full and wide outside off, Axar looked to smack it down the ground and got a thick inside edge that went to the keeper on the bounce"
18.1,1w,"Ellis to Axar Patel, 1 widebowls a slower ball, but it's a wide. On a length and wide of off, as Axar left that alone","Nathan Ellis to Axar, wide, slower delivery full and wide outside off, well past the line"
17.6,•,"Behrendorff to Rinku Singh, no runstabs this shortish ball outside off to point for a rare dot ball","Behrendorff to Rinku Singh, no run, short of length on off-stump, Rinku Singh hangs back and steers it towards backward point"
17.5,1,"Behrendorff to Axar Patel,  1 runshort of a length on middle, and clipped to fine leg","Behrendorff to Axar, 1 run, short of length on leg-stump, tucked off his hips towards deep backward square leg"
17.4,W,"Behrendorff to Suryakumar, OUTgreat catch by Hardie! He seemed to be placed at mid-on, as he turned around and sprinted towards long-on. The ball was dropping over his shoulder, as he dived forward to nab that. It was a knuckle ball which trapped Surya, as Behrendorff bowled on a length, angling it across off. Surya was deep in the crease, and also across, lofting it with little timingSuryakumar Yadav c Hardie b Behrendorff 80 (42b 9x4 4x6 76m) SR: 190.47","Behrendorff to Suryakumar Yadav, out Caught by Hardie at long-on!! In the air and Hardie takes a superb catch! Slower delivery pitched up fuller outside off, Suryakumar Yadav reached out looking to smoke this down the ground but it came off the toe end, Hardie sprinted back from mid-on and kept his eyes on it all the way, had to leap forward in the end to take it and he held on. Superb technique and conviction in that catch. An excellent knock from the skipper nonetheless. Suryakumar Yadav c Hardie b Behrendorff 80(42) [4s-9 6s-4]"
17.3,•,"Behrendorff to Suryakumar, no runnow he looks to loft with his bottom hand, but is beaten by this good-length ball around off stump","Behrendorff to Suryakumar Yadav, no run, slower length delivery on off-stump, Suryakumar Yadav looked to smash this away over extra cover and missed"
17.2,4,"Behrendorff to Suryakumar, FOUR runsdrags this to deep backward point! This ball was angled across, and bowled on a yorker length wide of off. Surya reached out and drove that all along the ground","Behrendorff to Suryakumar Yadav, FOUR, outstanding! He's just toying with Australia now! Full and slanting across wide outside off, Suryakumar Yadav just stood his ground, reached out and carved it away to the deep point fence"
17.1,1,"Behrendorff to Rinku Singh,  1 runshort of a length just outside off, and pushed to point for a quick single","Behrendorff to Rinku Singh, 1 run, length delivery on off-stump, Rinku Singh hung back and eased it towards backward point for a quick single"
16.6,1,"Ellis to Rinku Singh,  1 runpushes this to deep third, with the ball being shortish and outside off","Nathan Ellis to Rinku Singh, 1 run, length delivery on off-stump, Rinku Singh pats it down to third man"
16.5,1,"Ellis to Suryakumar,  1 runa tennis-batted pull to deep midwicket. Short ball on middle and off, and a hard pull this time","Nathan Ellis to Suryakumar Yadav, 1 run, slower delivery banged in short on middle, swatted away to deep mid-wicket"
16.4,4,"Ellis to Suryakumar, FOUR runsramped over short third! Short delivery outside off from Ellis, and Surya rode the bounce of this one around off stump to send that flaying for four more","Nathan Ellis to Suryakumar Yadav, FOUR, this is trademark SKY! Slower short ball outside off, Suryakumar Yadav waited for it and sliced it over short third man wristily"
16.3,6,"Ellis to Suryakumar,  SIX runsthis is effortless! Not even the full flow of the bat, and the ball travels for six over long-on. Length ball around middle stump, and Surya just went with the line to loft that comfortably","Nathan Ellis to Suryakumar Yadav, SIX, right out of the middle! Full and straight on off-stump, right in the slot, Suryakumar Yadav went deep in his crease and smoked it over wide long-on"
16.2,•,"Ellis to Suryakumar, no runon a hard length just outside off, and Surya ends up chopping back to the bowler","Nathan Ellis to Suryakumar Yadav, no run, length delivery on off-stump, Suryakumar Yadav looked to heave it away and it went into the off-side off the toe end"
16.2,•,"Ellis to Suryakumar, no runon a hard length just outside off, and Surya ends up chopping back to the bowler","Nathan Ellis to Suryakumar Yadav, wide, slower delivery ends up down leg again, pressure showing"
16.2,•,"Ellis to Suryakumar, no runon a hard length just outside off, and Surya ends up chopping back to the bowler","Nathan Ellis to Suryakumar Yadav, wide, slower length delivery ends up going down leg"
16.2,1w,"Ellis to Suryakumar, 1 wideanother wide. This is just outside leg though, and Ellis isn't pleased. This ball was full, with Surya first looking to swipe but then letting it go","Nathan Ellis to Suryakumar Yadav, no run, length delivery on off-stump, Suryakumar Yadav looked to heave it away and it went into the off-side off the toe end"
16.2,1w,"Ellis to Suryakumar, 1 wideanother wide. This is just outside leg though, and Ellis isn't pleased. This ball was full, with Surya first looking to swipe but then letting it go","Nathan Ellis to Suryakumar Yadav, wide, slower delivery ends up down leg again, pressure showing"
16.2,1w,"Ellis to Suryakumar, 1 wideanother wide. This is just outside leg though, and Ellis isn't pleased. This ball was full, with Surya first looking to swipe but then letting it go","Nathan Ellis to Suryakumar Yadav, wide, slower length delivery ends up going down leg"
16.2,1w,"Ellis to Suryakumar, 1 wideshaped to scoop this length ball outside leg, which angled down further. He missed, and it's called wide","Nathan Ellis to Suryakumar Yadav, no run, length delivery on off-stump, Suryakumar Yadav looked to heave it away and it went into the off-side off the toe end"
16.2,1w,"Ellis to Suryakumar, 1 wideshaped to scoop this length ball outside leg, which angled down further. He missed, and it's called wide","Nathan Ellis to Suryakumar Yadav, wide, slower delivery ends up down leg again, pressure showing"
16.2,1w,"Ellis to Suryakumar, 1 wideshaped to scoop this length ball outside leg, which angled down further. He missed, and it's called wide","Nathan Ellis to Suryakumar Yadav, wide, slower length delivery ends up going down leg"
16.1,4,"Ellis to Suryakumar, FOUR runsmid-on is inside the circle, and Surya lofts over and wide of him. Shorter side of a length - and at pace off - as Ellis gave Surya room to have a swing. Surya obliged, and bagged four","Nathan Ellis to Suryakumar Yadav, FOUR, stand and deliver! Juicy half-volley just outside off, Suryakumar Yadav stood his ground and smacked it over mid-on who was inside the ring"
15.6,4,"Stoinis to Rinku Singh, FOUR runsa pick-up sweep to fine leg! Hung deep in the crease - and also slightly across - as he swiped through the line at this good-length ball around leg stump","Stoinis to Rinku Singh, FOUR, poor delivery, goes full and on the pads, easy pickings for Rinku Singh who swivels and flicks it away to the deep backward square leg fence"
15.6,4,"Stoinis to Rinku Singh, FOUR runsa pick-up sweep to fine leg! Hung deep in the crease - and also slightly across - as he swiped through the line at this good-length ball around leg stump","Stoinis to Rinku Singh, wide, banged in short on middle, Rinku Singh ducked and it was called a wide"
15.6,1w,"Stoinis to Rinku Singh, 1 widetries the bouncer, but it's given wide. Bangs it short on middle and leg, with the ball looping up rather high after Rinku ducked","Stoinis to Rinku Singh, FOUR, poor delivery, goes full and on the pads, easy pickings for Rinku Singh who swivels and flicks it away to the deep backward square leg fence"
15.6,1w,"Stoinis to Rinku Singh, 1 widetries the bouncer, but it's given wide. Bangs it short on middle and leg, with the ball looping up rather high after Rinku ducked","Stoinis to Rinku Singh, wide, banged in short on middle, Rinku Singh ducked and it was called a wide"
15.5,•,"Stoinis to Rinku Singh, no runwent for the pull at this short ball on leg, but missed out, getting hit high on the body","Stoinis to Rinku Singh, no run, slower length delivery on middle, Rinku Singh looked to swivel-pull and was through the shot too early, got struck on the body"
15.4,1,"Stoinis to Suryakumar,  1 runanother short ball around off, but this is hacked to deep point","Stoinis to Suryakumar Yadav, 1 run, slower length delivery on off-stump, Suryakumar Yadav backed away and punched it away to deep point"
15.3,4,"Stoinis to Suryakumar, FOUR runsstabs to deep backward point! Short of a length on sixth stump - there was good bounce there too - as Surya waited before poking it past point for four more","Stoinis to Suryakumar Yadav, FOUR, superb shot! Slower length delivery outside off, Suryakumar Yadav backed away to make room and slapped it away behind point with finesse"
15.2,1,"Stoinis to Rinku Singh,  1 runchips this to mid-off, with the ball being on a length on off. He knows he has missed out on a probable boundary there","Stoinis to Rinku Singh, 1 run, full and straight on off-stump, they run with the shot to mid-off"
15.1,4,"Stoinis to Rinku Singh, FOUR runswow, superbly guided between short third and point! Waits for this good-length ball to arrive on sixth stump, and opens the face of the bat very late to help it along","Stoinis to Rinku Singh, FOUR, expertly guided! Length delivery slanting across just outside off, Rinku Singh hung back and just opened the face of the blade to steer it right into the gap between short third man and backward point"
15.1,4,"Stoinis to Rinku Singh, FOUR runswow, superbly guided between short third and point! Waits for this good-length ball to arrive on sixth stump, and opens the face of the bat very late to help it along","Stoinis to Rinku Singh, wide, slower length delivery wide outside off, Rinku Singh looks to reach out and misses"
15.1,1w,"Stoinis to Rinku Singh, 1 wideshort and wide of off, climbing high too. Rinku went slashing away from his body but missed, and it's given wide","Stoinis to Rinku Singh, FOUR, expertly guided! Length delivery slanting across just outside off, Rinku Singh hung back and just opened the face of the blade to steer it right into the gap between short third man and backward point"
15.1,1w,"Stoinis to Rinku Singh, 1 wideshort and wide of off, climbing high too. Rinku went slashing away from his body but missed, and it's given wide","Stoinis to Rinku Singh, wide, slower length delivery wide outside off, Rinku Singh looks to reach out and misses"
14.6,1,"T Sangha to Rinku Singh,  1 runvery full on the stumps, and driven down to long-off","Sangha to Rinku Singh, 1 run, tossed up full on middle, driven down the ground to long-off"
14.5,W,"T Sangha to Tilak Varma, OUTwell taken by Stoinis at extra cover! He had to keep his eyes on the ball for a long time, even as it was swirling in the air. Eventually, he dived to his left to gobble that. Sangha bowled that fullish and outside off, with Tilak having another free swing at it. But he ended up skying it very high, and falling while attempting another boundaryTilak Varma c Stoinis b Sangha 12 (10b 2x4 0x6 10m) SR: 120See all photos","Sangha to Tilak Varma, out Caught by Stoinis!! Sangha has a second! He tosses one up full and wide, again out of the left hander's reach, Tilak Varma went for a big shot anyway and ended up getting a top-edge that went straight up in the air, Stoinis the fielder judged it beautifully and took it leaping sideways, held on even after landing hard. Tilak Varma c Stoinis b Sangha 12(10) [4s-2]"
14.4,1,"T Sangha to Suryakumar,  1 runfullish ball on the stumps, and dragged to deep point","Sangha to Suryakumar Yadav, 1 run, tossed up full outside off, inside-out drive out to sweeper cover"
14.3,1,"T Sangha to Tilak Varma,  1 runlow full toss dipping outside off, and drilled to long-on","Sangha to Tilak Varma, 1 run, tossed up full on middle, driven down the ground to long-on"
14.2,4,"T Sangha to Tilak Varma, FOUR runsswitch hit over short third! Shifts his stance, and has a swing at this shortish ball outside off. The ball ballooned over the fielder inside the circle","Sangha to Tilak Varma, FOUR, excellent batting! Flatter delivery on leg-stump, Tilak Varma was quick to switch up his stance and he scooped it over short third man"
14.1,4,"T Sangha to Tilak Varma, FOUR runspulled to deep midwicket! Shortish outside off, as Tilak went deep in the crease to cream this pull, with the ball hinting to turn back in","Sangha to Tilak Varma, FOUR, smashed! Flatter just outside off, Tilak Varma went deep in his crease and pulled it away powerfully into the gap at deep mid-wicket"
13.6,•,"Abbott to Suryakumar, no runlooks to paddle scoop this, but the length is too short, and the line too wide outside off. Beaten in the end","Abbott to Suryakumar Yadav, no run, slower short ball outside off, Suryakumar Yadav waited for it and looked to scoop it over fine-leg and missed"
13.5,1,"Abbott to Tilak Varma,  1 rundropped by Wade! But it was a difficult chance. He leaped to his left with his glove hanging out, as the ball tickled it and went to deep third. The ball was shortish outside off, and Tilak just had a swing at it, with the edge going behind","Abbott to Tilak Varma, 1 run, edged and safe! Just short of length on off-stump, angled back in and cramped him for room as he looked to cut, he got a thick outside edge and Wade flung himself to his left, just got a bit of glove to it, not a real chance"
13.4,•,"Abbott to Tilak Varma, no runshort in length, and again coming into off. Pushed back to the bowler","Abbott to Tilak Varma, no run, length delivery on off-stump, Tilak Varma looks to punch it through cover but it goes back to the bowler off the splice"
13.3,1,"Abbott to Suryakumar,  1 runlooked to clip, but got a leading edge towards extra cover. It was a length ball from Abbott, as Surya closed the face of the bat early","Abbott to Suryakumar Yadav, 1 run, length delivery on middle-leg, leading edge goes towards cover as he was looking to tuck it into the leg-side"
13.2,6,"Abbott to Suryakumar,  SIX runssix over long-on! Surya also reaches fifty. He just went lofting through the line at this fullish delivery on middle and leg, extending his arms to send that very high for six","Abbott to Suryakumar Yadav, SIX, now that's fifty for Suryakumar Yadav! Was pitched up full on middle, right in the slot and Suryakumar Yadav lofted it over long-on handsomely, excellent follow-through with high elbows and he held the pose"
13.1,1,"Abbott to Tilak Varma,  1 runon the shorter side of a length outside off, and angled in towards off. Stabbed towards point by Tilak","Abbott to Tilak Varma, 1 run, length delivery on off-stump from round the wicket, Tilak Varma hangs back and pats it towards cover for one"
12.6,1,"T Sangha to Tilak Varma,  1 runshapes to switch hit this full ball around middle and leg, but the ball spoons up off his glove. It landed beyond the keeper though","Sangha to Tilak Varma, 1 run, length delivery on leg-stump, Tilak Varma went for a switch-hit but it was too short for that, got a bit of glove and it lobbed over the keeper"
12.5,•,"T Sangha to Tilak Varma, no rungoes to sweep this full ball on middle and leg, but misses, and is hit on his pad outside leg","Sangha to Tilak Varma, no run, floated up full on middle, Tilak Varma leaned in to slog-sweep and got an inside edge on to pad"
12.4,•,"T Sangha to Tilak Varma, no runfull on off, and hinting to turn away. Dabbed to point","Sangha to Tilak Varma, no run, good length delivery on off-stump, Tilak Varma nudges it into the off-side watchfully"
12.3,W,"T Sangha to Ishan, OUTtaken at deep extra cover! That seemed to have been timed pretty well, but went bang where the man was stationed. Sangha bowled full and wide of off, enticing Kishan to launch inside out over the off-side ring. That is exactly what Kishan ended up doing, but perhaps all too well. Short took it reverse-cupped above his headIshan Kishan c Short b Sangha 58 (39b 2x4 5x6 56m) SR: 148.71","Sangha to Ishan Kishan, out Caught by Matthew Short!! Straight to the man! Sangha has the last laugh! Floats out a googly outside off, Ishan Kishan was made to reach out a bit as he looked to loft it over extra cover, he hit it on the up but didn't quite get the timing, ended up holing out to the man there who took a simple catch. Australia finally break the partnership. Ishan Kishan c Matthew Short b Sangha 58(39) [4s-2 6s-5]"
12.2,6,"T Sangha to Ishan,  SIX runsnow six over deep midwicket! Short of a length around off, and Kishan went deep in the crease to crash that hard and flat, just over the fielder on the boundary","Sangha to Ishan Kishan, SIX, six more! Flatter delivery on middle, Ishan Kishan pressed back and heaved it away over deep mid-wicket, went flat and just cleared the fielder on the ropes, Sangha under lots of pressure now"
12.1,4,"T Sangha to Ishan, FOUR runsslogged between long-on and deep square leg! That is also Kishan's fifty. The ball was tossed up and dipping on leg stump, as he thrashed that through the line","Sangha to Ishan Kishan, FOUR, fifty for Ishan Kishan! Tossed up full on middle, Ishan Kishan clears his front-leg and helicopter-whips this right into the gap at cow corner, raises his bat to the applause and is congratulated by his captain"
11.6,1,"Ellis to Ishan,  1 runmisfield by the man at extra cover, as that was rammed hard off a length, and wide of off. Kishan again went to play far away from his body, and eventually got a run wide of long-off","Nathan Ellis to Ishan Kishan, 1 run, full and wide outside off, drilled straight to extra cover, slight mis-field and it goes towards long-off"
11.5,•,"Ellis to Ishan, no runskipped down after making room, and Ellis noted that. He bowled on a yorker length, and wide of off, forcing Kishan to chase it away from his body and get beaten","Nathan Ellis to Ishan Kishan, no run, pushed full and wide outside off, Ishan Kishan looked to come down the track to slice it and missed"
11.4,6,"Ellis to Ishan,  SIX runssmashing six over deep midwicket! A full flow of the bat, as he hoicked this short-of-a-length ball outside off with full force. That went a long way back","Nathan Ellis to Ishan Kishan, SIX, brings up the 100-run stand in style! Half-volley on middle, Ishan Kishan stood his ground and launched this into the stands at deep mid-wicket, 93m six that"
11.3,1,"Ellis to Suryakumar,  1 runshort of a length around middle, and he looks to pull forcefully. The ball trickles off the bottom of the bat to fine leg","Nathan Ellis to Suryakumar Yadav, 1 run, slower length delivery on middle, Suryakumar Yadav mistimes a heave towards deep backward square leg"
11.2,1,"Ellis to Ishan,  1 runon a length just outside off, with pace off. Kishan looked to go hard, but only managed to drag it towards long-off","Nathan Ellis to Ishan Kishan, 1 run, back of the hand slower ball on off-stump, Ishan Kishan mistimes it towards mid-off but they get through for a sharp single"
11.1,1,"Ellis to Suryakumar,  1 runbowls full and on the stumps. Surya gets across early, and swipes it off a middle-and-leg line to fine leg, which is pretty straight","Nathan Ellis to Suryakumar Yadav, 1 run, full and straight on middle, clipped away to long leg"
10.6,•,"Stoinis to Ishan, no runshortish delivery outside off, and hacked towards deep point as he rides the bounce","Stoinis to Ishan Kishan, no run, slower short ball outside off, Ishan Kishan waits for it and chops it straight to backward point"
10.6,•,"Stoinis to Ishan, no runshortish delivery outside off, and hacked towards deep point as he rides the bounce","Stoinis to Ishan Kishan, wide, banged in short and pushed very wide outside off"
10.6,1w,"Stoinis to Ishan, 1 wideah, sharp bounce off a fullish length, and from a wide line outside off. Kishan let it go, and it's called wide","Stoinis to Ishan Kishan, no run, slower short ball outside off, Ishan Kishan waits for it and chops it straight to backward point"
10.6,1w,"Stoinis to Ishan, 1 wideah, sharp bounce off a fullish length, and from a wide line outside off. Kishan let it go, and it's called wide","Stoinis to Ishan Kishan, wide, banged in short and pushed very wide outside off"
10.5,1,"Stoinis to Suryakumar,  1 runshort of a length just outside off, and stabbed to point using his bottom hand","Stoinis to Suryakumar Yadav, 1 run, length delivery on off-stump, Suryakumar Yadav slaps it out to deep cover"
10.4,1,"Stoinis to Ishan,  1 runyorker length, and wide of off. Driven to deep point, but with the bat face opening","Stoinis to Ishan Kishan, 1 run, very full outside off, carved out to deep cover"
10.3,1,"Stoinis to Suryakumar,  1 runslower ball, and again jumping off a length to cramp him for room on leg. Surya barely manages to poke it away towards point","Stoinis to Suryakumar Yadav, 1 run, short of length on middle, Suryakumar Yadav backs away and eases it towards backward point, was off the glove"
10.2,4,"Stoinis to Suryakumar, FOUR runstypically Surya-like fortune! He looked to paddle-scoop this short delivery rising on top of middle and off, but ended up getting a top edge wide of the man at short third","Stoinis to Suryakumar Yadav, FOUR, lucky! Was a length delivery on middle, Suryakumar Yadav shuffled across his stumps a touch looking to lift it over fine-leg, just got a top-edge that went past short third man instead"
10.1,•,"Stoinis to Suryakumar, no runfences this away from his body to point, as the ball is short and wide of off","Stoinis to Suryakumar Yadav, no run, slower length delivery wide outside off, Suryakumar Yadav reaches out and taps it straight to backward point"
9.6,•,"Abbott to Ishan, no runBack of a length on-pace ball well outside off, he thrashes it but straight to extra cover","Abbott to Ishan Kishan, no run, length delivery slanting across outside off, mistimed straight to extra cover again"
9.5,•,"Abbott to Ishan, no runSlower offcutter outside off, slapped to extra cover","Abbott to Ishan Kishan, no run, length delivery outside off, mistimed slap goes to extra cover, Abbott is keeping it out of Ishan Kishan's reach"
9.5,•,"Abbott to Ishan, no runSlower offcutter outside off, slapped to extra cover","Abbott to Ishan Kishan, wide, full and very wide outside off, third wide of the over"
9.5,1w,"Abbott to Ishan, 1 wideFuller and again well outside off, another wide","Abbott to Ishan Kishan, no run, length delivery outside off, mistimed slap goes to extra cover, Abbott is keeping it out of Ishan Kishan's reach"
9.5,1w,"Abbott to Ishan, 1 wideFuller and again well outside off, another wide","Abbott to Ishan Kishan, wide, full and very wide outside off, third wide of the over"
9.4,1,"Abbott to Suryakumar,  1 runDoes not carry to Sangha who was sprinting in from deep third. Surya is riding his luck today. Slower bouncer outside off. He ramps it and despite a great effort from Sangha, the catch does not bear fruit.","Abbott to Suryakumar Yadav, 1 run, nearly placed the man to perfection! Just short of length on off-stump, Suryakumar Yadav got under it to ramp it and the fielder at third man was very fine, was pace off so it just fell short as he ran in"
9.3,1,"Abbott to Ishan,  1 runSlower back of a length ball outside off, he cuts towards deep cover","Abbott to Ishan Kishan, 1 run, slower length delivery outside off, Ishan Kishan taps it towards cover for one"
9.2,2,"Abbott to Ishan,  2 runsFuller length ball just outside off, he punches it hard down the ground. Long-on does well to his left to save two runs","Abbott to Ishan Kishan, 2 runs, fired in full on off-stump, smacked hard down the ground past his partner, good work in the deep from Hardie, dived to his left from long-off and kept it down to two"
9.2,2,"Abbott to Ishan,  2 runsFuller length ball just outside off, he punches it hard down the ground. Long-on does well to his left to save two runs","Abbott to Ishan Kishan, wide, Wade isn't happy with that, length delivery pushed across wide outside off, Ishan Kishan went a long way across to chase it and missed"
9.2,2,"Abbott to Ishan,  2 runsFuller length ball just outside off, he punches it hard down the ground. Long-on does well to his left to save two runs","Abbott to Ishan Kishan, wide, short and angling across wide outside off, Ishan Kishan threw his hands at it and missed"
9.2,1w,"Abbott to Ishan, 1 wideSlower offcutter well outside off, Kishan gets well across but can't connect. Called a wide again. A bit harsh imo","Abbott to Ishan Kishan, 2 runs, fired in full on off-stump, smacked hard down the ground past his partner, good work in the deep from Hardie, dived to his left from long-off and kept it down to two"
9.2,1w,"Abbott to Ishan, 1 wideSlower offcutter well outside off, Kishan gets well across but can't connect. Called a wide again. A bit harsh imo","Abbott to Ishan Kishan, wide, Wade isn't happy with that, length delivery pushed across wide outside off, Ishan Kishan went a long way across to chase it and missed"
9.2,1w,"Abbott to Ishan, 1 wideSlower offcutter well outside off, Kishan gets well across but can't connect. Called a wide again. A bit harsh imo","Abbott to Ishan Kishan, wide, short and angling across wide outside off, Ishan Kishan threw his hands at it and missed"
9.2,1w,"Abbott to Ishan, 1 wideBack of a length ball outside off, he tries to reach it but can't. Called a wide.","Abbott to Ishan Kishan, 2 runs, fired in full on off-stump, smacked hard down the ground past his partner, good work in the deep from Hardie, dived to his left from long-off and kept it down to two"
9.2,1w,"Abbott to Ishan, 1 wideBack of a length ball outside off, he tries to reach it but can't. Called a wide.","Abbott to Ishan Kishan, wide, Wade isn't happy with that, length delivery pushed across wide outside off, Ishan Kishan went a long way across to chase it and missed"
9.2,1w,"Abbott to Ishan, 1 wideBack of a length ball outside off, he tries to reach it but can't. Called a wide.","Abbott to Ishan Kishan, wide, short and angling across wide outside off, Ishan Kishan threw his hands at it and missed"
9.1,1,"Abbott to Suryakumar,  1 runOn a length outside off, he pats it neatly but short third does well to his right","Abbott to Suryakumar Yadav, 1 run, length delivery on off-stump, steered gently towards short third man for one"
8.6,1,"T Sangha to Suryakumar,  1 runFuller on the stumps, he whips to long on","Sangha to Suryakumar Yadav, 1 run, full on middle, whipped away to cow corner, just one"
8.5,1,"T Sangha to Ishan,  1 runTossed up outside off, he drives to long off","Sangha to Ishan Kishan, 1 run, full outside off, Ishan Kishan strides out and pushes it down the ground to long-off"
8.4,•,"T Sangha to Ishan, no runShort and very wide again. He reaches for it and cuts it hard to point. Would have been a wide had he left it","Sangha to Ishan Kishan, no run, would have been another wide, flat and well outside off, Ishan Kishan reached across and cut it straight to point"
8.4,•,"T Sangha to Ishan, no runShort and very wide again. He reaches for it and cuts it hard to point. Would have been a wide had he left it","Sangha to Ishan Kishan, wide, flatter and quicker, pushes it too wide outside off as Ishan Kishan lets it go"
8.4,1w,"T Sangha to Ishan, 1 wideFlatter and very wide outside off. He shoulders arms and that is called a wide.","Sangha to Ishan Kishan, no run, would have been another wide, flat and well outside off, Ishan Kishan reached across and cut it straight to point"
