ball,score,commentary,second_commentary
4.5,6,"Green to Jaiswal,  SIX runsmight have been a seam-up delivery outside off or rather the arm ball, shortish and sits up to be smacked. Jaiswal obliges and sends the ball clattering over the midwicket boundary","Chris Green to Jaiswal, SIX, clubbed, a half-tracker from Green - Jaiswal rocks back and then thumps the pull over mid-wicket, went sailing a long way over"
4.4,2,"Green to Jaiswal,  2 runshard-length delivery at the body from round the stumps, rushes Jaiswal into a pull. Flapped over midwicket","Chris Green to Jaiswal, 2 runs, an ill-timed muscle, but Jaiswal gets away with it - was short ewnough for the pull, but it hurried onto him and robbed him of all timing, gets enough to clear mid-wicket"
4.3,4,"Green to Jaiswal, FOUR runsdragged short and wide of off stump, skids off the deck, Jaiswal latches onto the width and slaps it away between point and short third","Chris Green to Jaiswal, FOUR, cracking shot, dragged short and wide of off - Jaiswal backs away and then cuts it square behind point, races away to the ropes"
4.2,1,"Green to Gaikwad,  1 runstraighter one outside off, Gaikwad searches for turn and ends up wafting it to the covers","Chris Green to Gaikwad, 1 run, nicely tossed up on off, nudged in front of square on the off-side for a single"
4.1,•,"Green to Gaikwad, no runback of a length and swinging into the top of off stump, defended back to him","Chris Green to Gaikwad, no run, fraction short and a hint of drift across the right-hander, defended back at the bowler"
3.6,•,"Behrendorff to Jaiswal, no runback of a length and on top of the stumps, punched back to the bowler with a high elbow","Behrendorff to Jaiswal, no run, on a good length and angling back into the left-hander, cramped for room, Jaiswal pushes it back at the bowler"
3.5,•,"Behrendorff to Jaiswal, no runjust short of a good length and outside off, possibly a slower one, chopped hard to point","Behrendorff to Jaiswal, no run, slower short ball outside off, cut straight to the fielder at cover-point"
3.4,1,"Behrendorff to Gaikwad,  1 runGaikwad push-drives to mid-off and scampers across to the other end","Behrendorff to Gaikwad, 1 run, fuller length delivery on off, driven to the right of mid-off for a single"
3.3,4,"Behrendorff to Gaikwad, FOUR runsshort and wide once again, Gaikwad hits the gap this time. Cuts away between left of point and right of deep third. Sangha dives to his left in vain in the infield","Behrendorff to Gaikwad, FOUR, short, wide and four, width on offer from Behrendorff - Gaikwad rfeaches out, uses Behrendorff's pace and then steers it backward of square on the off-side for a boundary"
3.2,•,"Behrendorff to Gaikwad, no runshorter and wider of off, chopped hard to point by Gaikwad on the back foot","Behrendorff to Gaikwad, no run, Behrendorff shortens the length and angles one across the left-hander, chopped straight to the fielder at backward point"
3.1,•,"Behrendorff to Gaikwad, no runback of a length and angling across off, Gaikwad sits back and pats it defensively to short cover","Behrendorff to Gaikwad, no run, short of a good length and just outside off, Gaikwad gets behind the line and defends it to the off-side"
2.6,•,"Dwarshuis to Jaiswal, no runback of a length and on middle and leg, defended by Jaiswal to close out the over","Dwarshuis to Jaiswal, no run, Dwarshuis shortens the length around middle, Jaiswal leans across and defends it to the on-side, 12 off the over"
2.5,4,"Dwarshuis to Jaiswal, FOUR runsDwarshuis searches for inswing and ends up spraying it down the leg side. Jaiswal picks it up once again and whips it over backward square leg for another four","Dwarshuis to Jaiswal, FOUR, another half-volley from Dwarshuis - at the pads and it's nonchalantly whipped away, over backward square leg for a boundary"
2.4,4,"Dwarshuis to Jaiswal, FOUR runspicked away to the left of mid-on this time. Shot, Jaiswal. A bit too full and on the pads, duly put awaySee all photos","Dwarshuis to Jaiswal, FOUR, cracking shot, a leg-stump half-volley from Dwarshuis, Jaiswal gets inside the line and then brings his wrists into play, whipping it over mid-wicket for a boundary"
2.3,•,"Dwarshuis to Jaiswal, no runshortens his length and tries to tuck the batter up, squeezed to mid-off","Dwarshuis to Jaiswal, no run, fuller length delivery on off, Jaiswal prods forward and pushes it to mid-off"
2.2,4,"Dwarshuis to Jaiswal, FOUR runsoverpitched on the stumps, floated up, Jaiswal leans into an on-drive. Shows the full face of the bat and caresses it straight of mid-on","Dwarshuis to Jaiswal, FOUR, beautifully played, overpitched by Dwarshuis - Jaiswal leans forward, presents the full face of the bat and then plays a lovely on-drive, between the non-striker and the man at mid-on"
2.1,•,"Dwarshuis to Jaiswal, no runback of a length and outside off, jabbed into the covers","Dwarshuis to Jaiswal, no run, fuller length delivery outside off, driven straight to the fielder at cover-point"
1.6,1,"Behrendorff to Jaiswal,  1 runJaiswal leans back to this short ball outside off and chops it down to square-ish third. Well controlled by Jaiswal","Behrendorff to Jaiswal, 1 run, back of a length and just outside off, chopped away behind square on the off-side for a single"
1.5,4b,"Behrendorff to Jaiswal, 4 byesbeats Jaiswal. Beats the keeper as well. Rears up from a back of a length outside off. Jaiswal slashes and misses. Wade leaps and misses. This took off like a rocket","Behrendorff to Jaiswal, byes, FOUR, extra bounce and the ball climbs over Wade's leap - bonus runs for India, banged in short and the ball took off, over Jaiswal's attempted cut and kept gaining in height, giving Wade no chance"
1.4,•,"Behrendorff to Jaiswal, no runsliced away to the right of point. Jaiswal eyes up a single but has to undo his steps. Dot","Behrendorff to Jaiswal, no run, tad fuller and wider of off, Jaiswal leans across and plays a push-drive to backward point"
1.3,2,"Behrendorff to Jaiswal,  2 runsback of a length and homing in at off, tip and run to point. They get another run, thanks to an overthrow","Behrendorff to Jaiswal, 2 runs, on a good length and just outside off, dropped in front of cover-point and they're off for a quick single, there's a shy at the striker's end and an overthrow is conceded"
1.2,•,"Behrendorff to Jaiswal, no runback of a length and sliding into off stump, stabbed back to Benrendorff","Behrendorff to Jaiswal, no run, fuller length delivery outside off, Jaiswal went hard on the drive and mistimed it back at the bowler"
1.1,4,"Behrendorff to Jaiswal, FOUR runscarved away between point and cover-point. Jaiswal gets this away. On a length and outside off, Jaiswal deliberately opens the bat-face and dinks it away","Behrendorff to Jaiswal, FOUR, lovely, Jaiswal is finally off the mark - fuller length delivery and well wide of off, Jaiswal leans across, plays with an open face and finds the gap wide of cover-point with a free-flowing drive"
0.6,1lb,"Hardie to Jaiswal, 1 leg byeback of a length and skidding off the deck, but does not bounce as much as Jaiswal expected it to. He does not meet with a pull and Hardie spins around for an lbw appeal. Not given out on the field. Wade challenges the on-field not-out decision. Beats the bat and hits the back pad just above the knee-roll. Okay, ball-tracking confirms that this had pitched outside leg","Hardie to Jaiswal, leg byes, 1 run, loud shout for LBW and we've a review - did look close, but was the angle taking the ball past the off-stump, stayed a tad low and beat Jaiswal's attempted pull - no bat and UltraEdge confirms it, but it does look like the angle will save the left-hander - the off-stump is vidible and ball-tracking shows that the ball pitched just outside leg, so the original call stays and Australia lose a review"
0.5,•,"Hardie to Jaiswal, no runJaiswal drives on the up but can't find the gap between extra-cover and cover-point","Hardie to Jaiswal, no run, fuller length delivery outside off, Jaiswal leans across and can't beat cover-point with the drive, pressure buildiong on the young opener"
0.4,•,"Hardie to Jaiswal, no runon a length and nips back in at off stump, weakly pushed to mid-off off the inner half","Hardie to Jaiswal, no run, on a good length and just outside off - Jaiswal gets well forward and drives it to mid-off"
0.3,•,"Hardie to Jaiswal, no runmuch fuller and wider of off, Jaiswal reaches out and carves a drive to cover-point","Hardie to Jaiswal, no run, fraction fuller and wider of off, Jaiswal creams the drive and finds the fielder at cover"
0.2,•,"Hardie to Jaiswal, no runon a length and largely holds its line outside off, Jaiswal gets his feet moving and push-drives to mid-off this time","Hardie to Jaiswal, no run, on a good length and just outside off - Jaiswal gets a good stride forward and finds mid-off with the drive"
0.1,•,"Hardie to Jaiswal, no runpitched-up delivery, slanting away outside off, Jaiswal slashes and does not connect","Hardie to Jaiswal, no run, fuller length delivery and a hint of swing back into the left-hander, Jaiswal's feet went nowhere as he swung and missed"
